Question	Answer	Source	Metadata
Wait a minute, what?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Wait what now?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Wait what? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Wanna elaborate?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Wanna explain more?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you clarify that? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Run that by me again.	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you restate that? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you explain better?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you explain more about that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you explain more?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you explain that to me? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you explain that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you please explain that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Come again?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you rephrase that? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What are you on about? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you say more on that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you say that a different way?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you state that a different way? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you tell me more about that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you try and explain that to me?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Care to elaborate?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Can you please explain yourself?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Wot u talking bout Willis?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Wanna explain?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Whatdya mean?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What's that mean?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What's that supposed to mean?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Why do you say that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Why do you think that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What was that? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
wot u talkin abt?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
what the heck does that mean?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Wot?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
WTF	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
You want to clarify that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
You want to elaborate on that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
You want to explain that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
You want to tell me more about that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
Why is that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What makes you say that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What are you talking about? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What do you even mean by that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What do you mean by that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What do you mean? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What does that even mean? 	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What does that mean, pray tell?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What you talking about Willis?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What is that supposed to mean?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
You want to tell me more?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What makes you think so?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What makes you think that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What now?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What on earth are you talking about?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What on earth do you mean by that?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What the heck are you talking about?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
What don't you get?	Yeah… I don't know.	qna_chitchat_Witty	editorial:chitchat
that is true	Yup.	qna_chitchat_Witty	editorial:chitchat
100 percent	Yup.	qna_chitchat_Witty	editorial:chitchat
Right you are	Yup.	qna_chitchat_Witty	editorial:chitchat
Righto	Yup.	qna_chitchat_Witty	editorial:chitchat
So true	Yup.	qna_chitchat_Witty	editorial:chitchat
That is a correct statement	Yup.	qna_chitchat_Witty	editorial:chitchat
That is a true statement	Yup.	qna_chitchat_Witty	editorial:chitchat
That is accurate	Yup.	qna_chitchat_Witty	editorial:chitchat
That is an accurate statement	Yup.	qna_chitchat_Witty	editorial:chitchat
One hundred percent	Yup.	qna_chitchat_Witty	editorial:chitchat
That is right	Yup.	qna_chitchat_Witty	editorial:chitchat
Nailed it	Yup.	qna_chitchat_Witty	editorial:chitchat
That was a correct statement	Yup.	qna_chitchat_Witty	editorial:chitchat
That was a true statement	Yup.	qna_chitchat_Witty	editorial:chitchat
That was accurate	Yup.	qna_chitchat_Witty	editorial:chitchat
That was an accurate statement	Yup.	qna_chitchat_Witty	editorial:chitchat
That was correct	Yup.	qna_chitchat_Witty	editorial:chitchat
That was right	Yup.	qna_chitchat_Witty	editorial:chitchat
That was true	Yup.	qna_chitchat_Witty	editorial:chitchat
That's a correct statement	Yup.	qna_chitchat_Witty	editorial:chitchat
That is correct	Yup.	qna_chitchat_Witty	editorial:chitchat
correctamundo	Yup.	qna_chitchat_Witty	editorial:chitchat
Absolutely	Yup.	qna_chitchat_Witty	editorial:chitchat
Absolutely correct	Yup.	qna_chitchat_Witty	editorial:chitchat
Absolutely right	Yup.	qna_chitchat_Witty	editorial:chitchat
Accurate	Yup.	qna_chitchat_Witty	editorial:chitchat
Affirmative	Yup.	qna_chitchat_Witty	editorial:chitchat
Beyond a doubt	Yup.	qna_chitchat_Witty	editorial:chitchat
Bullseye	Yup.	qna_chitchat_Witty	editorial:chitchat
Certainly	Yup.	qna_chitchat_Witty	editorial:chitchat
Right	Yup.	qna_chitchat_Witty	editorial:chitchat
Correct you are	Yup.	qna_chitchat_Witty	editorial:chitchat
That's accurate	Yup.	qna_chitchat_Witty	editorial:chitchat
Darn straight	Yup.	qna_chitchat_Witty	editorial:chitchat
Definitely	Yup.	qna_chitchat_Witty	editorial:chitchat
Ding ding ding	Yup.	qna_chitchat_Witty	editorial:chitchat
Fair	Yup.	qna_chitchat_Witty	editorial:chitchat
I understood what you said	Yup.	qna_chitchat_Witty	editorial:chitchat
I'm picking up what you're throwing down	Yup.	qna_chitchat_Witty	editorial:chitchat
In a heartbeat	Yup.	qna_chitchat_Witty	editorial:chitchat
Indubitably	Yup.	qna_chitchat_Witty	editorial:chitchat
Correct	Yup.	qna_chitchat_Witty	editorial:chitchat
You're right	Yup.	qna_chitchat_Witty	editorial:chitchat
Yes, that is true	Yup.	qna_chitchat_Witty	editorial:chitchat
yes, that's accurate	Yup.	qna_chitchat_Witty	editorial:chitchat
yes, that's correct	Yup.	qna_chitchat_Witty	editorial:chitchat
Yes, that's right	Yup.	qna_chitchat_Witty	editorial:chitchat
Yes, that's true	Yup.	qna_chitchat_Witty	editorial:chitchat
You are correct	Yup.	qna_chitchat_Witty	editorial:chitchat
You are right	Yup.	qna_chitchat_Witty	editorial:chitchat
You hit the nail on the head	Yup.	qna_chitchat_Witty	editorial:chitchat
That's a fair assessment	Yup.	qna_chitchat_Witty	editorial:chitchat
You're correct	Yup.	qna_chitchat_Witty	editorial:chitchat
Yes, that is accurate	Yup.	qna_chitchat_Witty	editorial:chitchat
Yup, that is accurate	Yup.	qna_chitchat_Witty	editorial:chitchat
Yup, that is correct	Yup.	qna_chitchat_Witty	editorial:chitchat
yup, that is right	Yup.	qna_chitchat_Witty	editorial:chitchat
Yup, that is true	Yup.	qna_chitchat_Witty	editorial:chitchat
Yup, that's accurate	Yup.	qna_chitchat_Witty	editorial:chitchat
Yup, that's correct	Yup.	qna_chitchat_Witty	editorial:chitchat
yup, that's right	Yup.	qna_chitchat_Witty	editorial:chitchat
Yup, that's true	Yup.	qna_chitchat_Witty	editorial:chitchat
You nailed it	Yup.	qna_chitchat_Witty	editorial:chitchat
Understood	Yup.	qna_chitchat_Witty	editorial:chitchat
TRUE	Yup.	qna_chitchat_Witty	editorial:chitchat
thats amazing	Yup.	qna_chitchat_Witty	editorial:chitchat
That's an accurate statement	Yup.	qna_chitchat_Witty	editorial:chitchat
That's correct	Yup.	qna_chitchat_Witty	editorial:chitchat
That's right	Yup.	qna_chitchat_Witty	editorial:chitchat
That's true	Yup.	qna_chitchat_Witty	editorial:chitchat
Truuuuu	Yup.	qna_chitchat_Witty	editorial:chitchat
Truuuuue	Yup.	qna_chitchat_Witty	editorial:chitchat
Yes, that is right	Yup.	qna_chitchat_Witty	editorial:chitchat
Uhhuh	Yup.	qna_chitchat_Witty	editorial:chitchat
Yes, that is correct	Yup.	qna_chitchat_Witty	editorial:chitchat
Undoubtedly	Yup.	qna_chitchat_Witty	editorial:chitchat
Unquestionably	Yup.	qna_chitchat_Witty	editorial:chitchat
What you said was accurate	Yup.	qna_chitchat_Witty	editorial:chitchat
What you said was correct	Yup.	qna_chitchat_Witty	editorial:chitchat
What you said was right	Yup.	qna_chitchat_Witty	editorial:chitchat
What you said was true	Yup.	qna_chitchat_Witty	editorial:chitchat
Without a doubt	Yup.	qna_chitchat_Witty	editorial:chitchat
Without a second thought	Yup.	qna_chitchat_Witty	editorial:chitchat
That's a true statement	Yup.	qna_chitchat_Witty	editorial:chitchat
Uh huh	Yup.	qna_chitchat_Witty	editorial:chitchat
I didn't mean that	We're cool.	qna_chitchat_Witty	editorial:chitchat
Apologies	We're cool.	qna_chitchat_Witty	editorial:chitchat
My bad	We're cool.	qna_chitchat_Witty	editorial:chitchat
My apologies	We're cool.	qna_chitchat_Witty	editorial:chitchat
Just wanted to say sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
I'm very sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
I'm terribly sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
I'm sorry friend	We're cool.	qna_chitchat_Witty	editorial:chitchat
I'm sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
I'm so sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
I'm remorseful	We're cool.	qna_chitchat_Witty	editorial:chitchat
I'm really sorry about that	We're cool.	qna_chitchat_Witty	editorial:chitchat
I'm really sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Oh god, I'm sorry 	We're cool.	qna_chitchat_Witty	editorial:chitchat
I just wanted to say sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Oh gosh, sorry about that	We're cool.	qna_chitchat_Witty	editorial:chitchat
I beg your forgiveness	We're cool.	qna_chitchat_Witty	editorial:chitchat
I apologize for that	We're cool.	qna_chitchat_Witty	editorial:chitchat
I apologize	We're cool.	qna_chitchat_Witty	editorial:chitchat
I am truly sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
I am so very sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
I am so sorry to hear that	We're cool.	qna_chitchat_Witty	editorial:chitchat
I am ever so sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Geez,  sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Forgive me	We're cool.	qna_chitchat_Witty	editorial:chitchat
Crap, sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Can you forgive me	We're cool.	qna_chitchat_Witty	editorial:chitchat
Can you ever forgive me	We're cool.	qna_chitchat_Witty	editorial:chitchat
I sincerely apologize	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sorry for everything	We're cool.	qna_chitchat_Witty	editorial:chitchat
Whoops sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Whoops I'm sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Whoops I messed up	We're cool.	qna_chitchat_Witty	editorial:chitchat
That's my mistake	We're cool.	qna_chitchat_Witty	editorial:chitchat
That's my bad	We're cool.	qna_chitchat_Witty	editorial:chitchat
That was totally my bad	We're cool.	qna_chitchat_Witty	editorial:chitchat
That was my bad	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sry	We're cool.	qna_chitchat_Witty	editorial:chitchat
srry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sorry sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sorry I messed up	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sorry I made a mistake	We're cool.	qna_chitchat_Witty	editorial:chitchat
My most sincere apologies	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sorry for that	We're cool.	qna_chitchat_Witty	editorial:chitchat
Whoops that's my bad	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sorry bot	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sorry about that	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
So sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Please, won't you forgive me?	We're cool.	qna_chitchat_Witty	editorial:chitchat
Please forgive me	We're cool.	qna_chitchat_Witty	editorial:chitchat
Please excuse me	We're cool.	qna_chitchat_Witty	editorial:chitchat
Oops, sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Oops, my bad	We're cool.	qna_chitchat_Witty	editorial:chitchat
Oops sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Omg sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Oh no sorry	We're cool.	qna_chitchat_Witty	editorial:chitchat
Sorry I goofed up	We're cool.	qna_chitchat_Witty	editorial:chitchat
I thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
Oh, thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
My sincere thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
My humblest thanks to you	No prob.	qna_chitchat_Witty	editorial:chitchat
Marvelous, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
Marvelous, thank you kindly	No prob.	qna_chitchat_Witty	editorial:chitchat
Marvelous, thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
Many thanks to you	No prob.	qna_chitchat_Witty	editorial:chitchat
Many thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
Kthx	No prob.	qna_chitchat_Witty	editorial:chitchat
I'm grateful, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
Ahh, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
I'm grateful for that, thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
Perfecto, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
I appreciate you	No prob.	qna_chitchat_Witty	editorial:chitchat
I appreciate that	No prob.	qna_chitchat_Witty	editorial:chitchat
I appreciate it	No prob.	qna_chitchat_Witty	editorial:chitchat
I am very thankful for that	No prob.	qna_chitchat_Witty	editorial:chitchat
How kind, thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
Great, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
Great, thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
Gracias	No prob.	qna_chitchat_Witty	editorial:chitchat
Gotcha, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
Gotcha, thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
Awesome thanks!	No prob.	qna_chitchat_Witty	editorial:chitchat
I'm grateful for that, thank you kindly	No prob.	qna_chitchat_Witty	editorial:chitchat
thank you pal	No prob.	qna_chitchat_Witty	editorial:chitchat
Wonderful, thank you!	No prob.	qna_chitchat_Witty	editorial:chitchat
Wonderful, thank you very much	No prob.	qna_chitchat_Witty	editorial:chitchat
Why thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
Thx	No prob.	qna_chitchat_Witty	editorial:chitchat
Thnx	No prob.	qna_chitchat_Witty	editorial:chitchat
That's very kind	No prob.	qna_chitchat_Witty	editorial:chitchat
That's great, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
That is lovely, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
That is awesome, thanks!	No prob.	qna_chitchat_Witty	editorial:chitchat
Thanks bot	No prob.	qna_chitchat_Witty	editorial:chitchat
Thanks a lot	No prob.	qna_chitchat_Witty	editorial:chitchat
Okay, thanks!	No prob.	qna_chitchat_Witty	editorial:chitchat
Thank you so much	No prob.	qna_chitchat_Witty	editorial:chitchat
Perfect, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
Thank you my friend	No prob.	qna_chitchat_Witty	editorial:chitchat
Thank you kindly	No prob.	qna_chitchat_Witty	editorial:chitchat
Thank you for that	No prob.	qna_chitchat_Witty	editorial:chitchat
Thank you bot	No prob.	qna_chitchat_Witty	editorial:chitchat
Thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
Right on, thanks very much	No prob.	qna_chitchat_Witty	editorial:chitchat
Right on, thanks a lot	No prob.	qna_chitchat_Witty	editorial:chitchat
Radical, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
Rad, thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
Rad thank you	No prob.	qna_chitchat_Witty	editorial:chitchat
Wonderful, thanks!	No prob.	qna_chitchat_Witty	editorial:chitchat
Thanks	No prob.	qna_chitchat_Witty	editorial:chitchat
I don't understand what you're talking about	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
Explain yourself	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I'm very confused	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I'm super confused	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I'm so confused right now	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I'm so confused	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I'm not following	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I'm lost	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I'm confused	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
Start making sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I don't understand what you're trying to say	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
That did not make any sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I don't understand what you mean	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I don't understand	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I don't think I know what you're talking about	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I don't get it	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I don't follow	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I do not understand	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I am very confused	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I am super confused	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I have no idea what you're talking about	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
We are not on the same page	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You're not making sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You're not making any sense to me	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You're no making any sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You're confusing me	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You made no sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You are not making sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You are not making any sense to me	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You are not making any sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
Say what? 	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You are confusing	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You've lost me	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
Umm	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
Try to make some sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
That was confusing	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
That made no sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
That doesn't make sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
That doesn't make any sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
That didn't make sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
That didn't make any sense	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
You are confusing me	Oops. Sometimes I confuse myself too.	qna_chitchat_Witty	editorial:chitchat
I’m happy to help	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
No worries	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
No problem	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
No biggie	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
My pleasure	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
It's my pleasure	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Any time	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
It is my pleasure	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Fuggitaboutit	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Forget about it	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Don't mention it	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Don’t mention it	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
De nada	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Anytime	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
It was nothing	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You are welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You're welcome my friend	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You're welcome bot	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You're welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You're very welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You're so welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You're so very welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Not a problem	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You're most welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Not at all	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You are very welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You are so welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You are so very welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You are most welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
Welcome you are	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You're welk	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
You're quite welcome	Alright, cool.	qna_chitchat_Witty	editorial:chitchat
I have to sign out	Later.	qna_chitchat_Witty	editorial:chitchat
I have to motor now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to run	Later.	qna_chitchat_Witty	editorial:chitchat
I have to run now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to scoot	Later.	qna_chitchat_Witty	editorial:chitchat
I have to scoot now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta sign out now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to sign off now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to log out	Later.	qna_chitchat_Witty	editorial:chitchat
I have to sign out now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to skedaddle	Later.	qna_chitchat_Witty	editorial:chitchat
I have to skedaddle now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to take off	Later.	qna_chitchat_Witty	editorial:chitchat
I have to take off now	Later.	qna_chitchat_Witty	editorial:chitchat
I must depart	Later.	qna_chitchat_Witty	editorial:chitchat
I have to sign off	Later.	qna_chitchat_Witty	editorial:chitchat
I have to jet	Later.	qna_chitchat_Witty	editorial:chitchat
Adieu	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta skedaddle now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta take off	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta take off now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to get going	Later.	qna_chitchat_Witty	editorial:chitchat
I have to get going now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to motor	Later.	qna_chitchat_Witty	editorial:chitchat
I have to go now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to log out now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to jet now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to leave	Later.	qna_chitchat_Witty	editorial:chitchat
I have to leave now	Later.	qna_chitchat_Witty	editorial:chitchat
I have to log off	Later.	qna_chitchat_Witty	editorial:chitchat
I have to log off now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to go	Later.	qna_chitchat_Witty	editorial:chitchat
I have to go	Later.	qna_chitchat_Witty	editorial:chitchat
I will take my leave of you	Later.	qna_chitchat_Witty	editorial:chitchat
I need to get going	Later.	qna_chitchat_Witty	editorial:chitchat
I need to sign out	Later.	qna_chitchat_Witty	editorial:chitchat
I need to sign out now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to skedaddle	Later.	qna_chitchat_Witty	editorial:chitchat
I need to skedaddle now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to take off	Later.	qna_chitchat_Witty	editorial:chitchat
I need to sign off	Later.	qna_chitchat_Witty	editorial:chitchat
I should be going	Later.	qna_chitchat_Witty	editorial:chitchat
I need to scoot now	Later.	qna_chitchat_Witty	editorial:chitchat
I'd better go	Later.	qna_chitchat_Witty	editorial:chitchat
I'll chat with you later	Later.	qna_chitchat_Witty	editorial:chitchat
I'll talk to you later	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to get going	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to get going now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to go	Later.	qna_chitchat_Witty	editorial:chitchat
I need to take off now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to log out	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta sign out	Later.	qna_chitchat_Witty	editorial:chitchat
I need to go now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to jet	Later.	qna_chitchat_Witty	editorial:chitchat
I need to jet now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to leave	Later.	qna_chitchat_Witty	editorial:chitchat
I need to leave now	Later.	qna_chitchat_Witty	editorial:chitchat
